Customer_ID,Age,Income,Purchases,Gender,Churn
997,32,81497,1,Female,0
998,46,94024,9,Male,0
999,25,71448,11,Male,0
1000,22,104517,19,Male,0
1001,46,20901,13,Male,1
1002,21,107980,26,Male,1
1003,29,103597,16,Female,0
1004,19,22881,4,Male,1
1005,44,49863,1,Female,1
1006,48,25622,20,Female,1
1007,53,21378,13,Female,1
1008,53,103168,1,Female,0
1009,43,113847,5,Female,1
1010,44,91186,5,Male,1
1011,22,65201,14,Male,1
1012,37,79251,27,Male,0
1013,28,92572,23,Female,1
1014,27,59255,14,Female,0
1015,57,83212,8,Female,0
1016,55,70210,4,Female,1
1017,23,42499,7,Female,1
1018,25,71628,20,Female,0
1019,40,81360,19,Male,0
1020,43,24603,15,Female,0
1021,29,113309,22,Female,0
1022,43,105473,4,Male,1
1023,30,32632,19,Female,0
1024,57,50607,9,Male,1
1025,35,111873,21,Male,1
1026,42,85756,13,Male,0
1027,50,66994,14,Female,1
1028,57,83382,23,Male,0
1029,29,90354,28,Male,0
1030,53,76344,14,Female,0
1031,21,73775,22,Male,1
1032,22,27349,10,Female,1
1033,54,91154,16,Female,0
1034,25,47464,5,Male,1
1035,59,62624,23,Female,1
1036,45,57344,27,Female,1
1037,48,103791,6,Male,1
1038,26,44299,26,Male,1
1039,46,67975,2,Male,0
1040,31,21462,13,Male,1
1041,57,101441,29,Female,1
1042,58,110456,13,Male,0
1043,39,101788,19,Male,1
1044,28,60581,18,Male,1
1045,40,91289,28,Female,1
1046,18,34175,19,Female,0
1047,54,26191,1,Female,1
1048,38,103434,8,Female,1
1049,43,104518,22,Female,0
1050,53,100158,16,Male,0
1051,40,86537,29,Female,1
1052,18,67645,2,Female,0
1053,57,43283,8,Female,0
1054,32,106971,6,Male,0
1055,38,112759,16,Male,1
1056,26,79123,23,Female,1
1057,26,50024,11,Male,0
1058,27,69630,17,Female,0
1059,43,50734,23,Male,0
1060,58,20515,19,Male,0
1061,52,86727,11,Female,1
1062,42,117800,28,Male,0
1063,43,66216,8,Female,1
1064,28,91833,22,Female,0
1065,55,78755,4,Female,1
1066,19,47856,11,Male,1
1067,24,93870,8,Male,0
1068,35,44162,9,Female,1
1069,44,26008,26,Female,1
1070,51,27987,2,Male,1
1071,44,82532,16,Female,0
1072,34,116502,6,Male,1
1073,41,23332,21,Male,1
1074,42,86323,21,Male,0
1075,24,58990,26,Female,0
1076,23,29873,27,Female,1
1077,41,102542,19,Male,1
1078,50,105761,28,Female,0
1079,46,56444,8,Female,0
1080,39,55340,14,Male,1
1081,43,25033,24,Male,1
1082,45,93324,16,Female,0
1083,38,35689,12,Male,0
1084,24,107134,5,Female,1
1085,34,115239,24,Male,1
1086,37,20066,26,Male,0
1087,58,65246,24,Female,1
1088,37,27533,19,Female,1
1089,39,100639,18,Female,1
1090,45,90152,9,Female,1
1091,57,79658,2,Female,0
1092,24,58498,25,Male,0
1093,18,31772,20,Male,1
1094,49,109385,12,Female,1
1095,30,69036,29,Male,1
1096,47,78531,2,Female,1
1097,40,32940,10,Male,0
1098,36,36932,1,Male,1
1099,49,115305,4,Female,1
1100,47,76827,25,Female,0
1101,46,81431,12,Female,0
1102,46,44648,9,Male,1
1103,47,52966,4,Female,0
1104,33,47777,9,Female,0
1105,57,52567,28,Female,1
1106,36,37174,6,Female,1
1107,35,62598,1,Female,0
1108,18,79199,10,Female,1
1109,31,33798,29,Male,0
1110,19,85364,14,Male,0
1111,45,37558,22,Male,0
1112,47,81084,25,Male,1
1113,55,64237,29,Female,1
1114,21,85497,18,Female,0
1115,18,20178,6,Male,0
1116,25,106006,18,Male,1
1117,46,37118,20,Male,0
1118,56,42616,16,Female,0
1119,20,20798,15,Female,1
1120,49,27601,16,Female,1
1121,27,45363,8,Male,1
1122,27,22795,13,Male,1
1123,36,117462,23,Male,0
1124,51,65264,11,Male,1
1125,50,92833,28,Male,1
1126,40,23084,29,Female,0
1127,45,115865,25,Female,0
1128,49,96646,7,Female,0
1129,24,20731,17,Female,1
1130,46,21129,18,Female,0
1131,25,48022,22,Male,1
1132,18,21605,23,Female,0
1133,20,97506,19,Male,1
1134,41,64130,25,Female,0
1135,40,49265,13,Male,1
1136,25,52330,15,Male,1
1137,54,88469,23,Male,0
1138,20,35187,22,Male,0
1139,50,45791,29,Male,1
1140,45,110436,22,Male,0
1141,25,90610,1,Female,1
1142,51,111962,29,Male,1
1143,52,59867,16,Male,1
1144,49,20893,5,Female,0
1145,41,119694,26,Male,1
1146,31,39773,3,Female,1
1147,49,24239,23,Female,1
1148,33,40863,10,Male,1
1149,21,71415,19,Male,0
1150,54,88968,5,Female,0
1151,38,80430,7,Male,1
1152,31,21515,14,Female,0
1153,48,117206,3,Male,0
1154,35,34605,13,Female,1
1155,24,76240,13,Male,0
1156,27,25586,10,Male,0
1157,24,51186,2,Female,0
1158,50,46928,6,Female,0
1159,40,118264,8,Female,0
1160,38,103087,4,Female,0
1161,36,107029,25,Male,1
1162,36,40711,12,Female,0
1163,53,74962,28,Female,1
1164,46,40039,15,Male,1
1165,35,56561,8,Male,1
1166,19,95483,7,Female,0
1167,18,117871,14,Male,0
1168,22,101395,23,Female,1
1169,37,108658,19,Male,1
1170,28,21577,14,Female,1
1171,59,48350,22,Male,0
1172,19,53798,13,Female,0
1173,20,117434,29,Female,0
1174,40,101417,21,Male,1
1175,29,30785,1,Male,0
1176,37,92227,27,Female,0
1177,22,81957,19,Female,1
1178,54,85431,29,Male,0
1179,55,37297,28,Male,1
1180,47,91894,1,Male,0
1181,26,83772,4,Male,1
1182,51,39581,10,Male,0
1183,52,75192,3,Male,1
1184,39,21462,27,Male,0
1185,41,84173,20,Male,1
1186,34,35511,9,Male,1
1187,27,96106,3,Female,0
1188,47,68665,28,Male,0
1189,40,64414,6,Male,1
1190,49,101010,6,Female,0
1191,34,92573,23,Female,1
1192,34,113665,25,Female,1
1193,31,33386,12,Female,0
1194,26,74460,23,Female,0
1195,57,26221,1,Female,0
1196,19,43474,16,Male,1
1197,42,41045,24,Female,1
1198,56,111319,5,Female,0
1199,26,24922,9,Female,1
1200,39,42706,10,Male,1
1201,21,62771,13,Female,0
1202,43,72335,15,Male,1
1203,46,118015,12,Female,1
1204,51,72949,5,Female,1
1205,40,90714,5,Male,0
1206,54,115558,28,Male,0
1207,28,35240,28,Female,1
1208,23,111756,18,Male,0
1209,35,22716,12,Male,1
1210,38,36574,27,Female,0
1211,59,103255,3,Female,1
1212,53,93717,26,Female,1
1213,58,64066,25,Male,1
1214,55,81826,7,Female,1
1215,51,40213,17,Female,0
1216,34,91916,19,Male,1
1217,54,86151,28,Male,1
1218,42,70906,18,Female,0
1219,55,20463,1,Male,0
1220,29,51973,25,Female,1
1221,40,94694,24,Male,1
1222,59,40651,5,Female,0
1223,39,88694,27,Male,1
1224,38,40008,28,Male,1
1225,44,90474,2,Male,1
1226,48,58185,1,Male,1
1227,23,107924,7,Female,1
1228,44,94417,29,Male,1
1229,57,91139,11,Female,1
1230,51,54980,11,Male,1
1231,29,42504,18,Male,1
1232,24,74970,17,Female,0
1233,27,36766,2,Male,0
1234,34,113922,7,Male,0
1235,43,31695,7,Female,1
1236,38,37796,10,Male,1
1237,45,62543,22,Female,1
1238,19,34559,21,Male,0
1239,18,53139,3,Male,0
1240,53,28802,12,Male,1
1241,43,93843,3,Female,0
1242,46,60205,11,Male,0
1243,38,118750,29,Male,1
1244,28,54159,12,Male,1
1245,57,31516,25,Male,0
1246,28,70492,4,Male,1
1247,53,49086,25,Male,0
1248,56,50480,16,Male,0
1249,57,72091,20,Male,0
1250,52,67766,18,Male,1
1251,51,58737,4,Female,0
1252,41,29265,22,Male,0
1253,39,90990,6,Female,1
1254,22,111717,21,Female,1
1255,50,35386,15,Female,0
1256,53,57425,1,Male,1
1257,37,63254,3,Female,1
1258,36,109863,5,Female,0
1259,52,73634,22,Female,1
1260,34,106717,17,Male,0
1261,51,67662,14,Female,1
1262,26,106988,9,Male,1
1263,43,119287,3,Female,0
1264,19,107527,26,Female,0
1265,26,95452,13,Male,1
1266,26,30143,3,Male,1
1267,57,111391,11,Female,1
1268,34,35581,2,Female,0
1269,18,87443,24,Female,1
1270,42,49424,15,Male,0
1271,57,108844,13,Male,1
1272,59,61984,19,Female,1
1273,42,61505,22,Female,1
1274,56,82699,16,Male,1
1275,52,46957,18,Male,1
1276,20,45464,7,Female,0
1277,54,43649,13,Male,0
1278,47,62065,4,Female,0
1279,55,112661,9,Male,1
1280,51,54758,10,Female,0
1281,29,25596,9,Female,0
1282,36,36374,7,Female,1
1283,54,23775,15,Male,1
1284,34,47388,28,Female,0
1285,27,41029,8,Female,0
1286,29,103981,19,Male,0
1287,33,73639,11,Female,0
1288,41,34645,5,Female,0
1289,36,51105,2,Female,0
1290,25,33668,10,Male,0
1291,48,35960,16,Male,1
1292,38,31357,23,Male,0
1293,34,84604,13,Male,1
1294,40,71796,8,Female,1
1295,54,35804,9,Male,1
1296,33,34626,11,Male,0
1297,23,48132,11,Male,0
1298,25,27951,23,Female,1
1299,42,26449,26,Female,0
1300,35,39065,16,Female,0
1301,42,29130,10,Male,1
1302,29,109360,29,Female,0
1303,32,82287,24,Female,1
1304,43,71702,12,Male,1
1305,58,56993,25,Female,1
1306,43,51875,6,Male,1
1307,49,26054,28,Male,0
1308,27,119809,12,Female,1
1309,33,68517,10,Male,0
1310,24,96368,18,Male,0
1311,34,49670,18,Male,0
1312,40,69112,4,Male,0
1313,43,108388,9,Male,1
1314,38,109156,7,Male,1
1315,39,48307,18,Female,1
1316,24,87087,8,Male,1
1317,31,67922,11,Male,1
1318,32,83080,7,Male,0
1319,24,113348,9,Male,1
1320,26,99335,8,Female,0
1321,25,46312,3,Female,0
1322,40,86985,17,Male,1
1323,46,77608,2,Female,0
1324,35,109962,15,Male,0
1325,48,60277,14,Male,1
1326,47,51551,29,Male,1
1327,56,109813,18,Male,1
1328,52,76597,16,Female,0
1329,35,65212,20,Female,1
1330,59,29637,22,Male,1
1331,56,63258,4,Male,0
1332,34,55693,25,Female,1
1333,31,29824,20,Female,0
1334,48,46950,6,Male,0
1335,41,43488,6,Female,1
1336,52,20215,26,Male,0
1337,51,31523,11,Female,0
1338,20,95900,26,Female,1
1339,54,88689,17,Female,1
1340,57,43834,24,Female,1
1341,43,54474,28,Male,0
1342,40,63066,3,Male,0
1343,56,119871,13,Female,1
1344,32,30400,22,Male,1
1345,21,30345,3,Female,1
1346,46,53896,16,Female,0
1347,39,105430,15,Male,1
1348,42,48899,11,Male,0
1349,30,48229,18,Male,1
1350,35,25583,15,Female,0
1351,50,24897,5,Male,0
1352,33,91537,16,Male,1
1353,59,24567,16,Male,0
1354,19,94807,17,Male,0
1355,52,97239,9,Female,1
1356,59,33329,27,Female,1
1357,51,91792,23,Female,0
1358,47,20228,3,Female,0
1359,30,110282,20,Female,0
1360,30,102214,13,Female,1
1361,35,57052,22,Female,0
1362,49,77769,3,Male,0
1363,49,66032,28,Female,1
1364,52,108721,7,Female,1
1365,56,53686,29,Female,1
1366,46,96981,6,Female,1
1367,46,118802,9,Male,1
1368,33,83261,12,Female,0
1369,27,22809,15,Female,0
1370,47,61785,21,Male,0
1371,42,56547,20,Female,1
1372,56,62818,3,Female,1
1373,37,91927,10,Female,1
1374,22,85681,1,Female,0
1375,18,99465,19,Female,1
1376,47,109862,19,Female,1
1377,20,115527,23,Female,1
1378,31,57333,23,Male,0
1379,47,36576,13,Male,1
1380,21,59405,12,Female,1
1381,35,114000,1,Male,0
1382,54,93779,19,Female,1
1383,42,51601,29,Male,1
1384,18,87946,24,Female,1
1385,32,87356,16,Male,0
1386,26,72116,25,Female,1
1387,32,82894,23,Male,1
1388,41,54635,23,Male,0
1389,21,27465,28,Female,0
1390,29,76754,15,Female,1
1391,54,117975,16,Male,0
1392,54,112850,11,Male,1
1393,23,105119,24,Female,0
1394,56,112691,6,Male,1
1395,41,58871,11,Female,1
1396,28,82874,3,Male,1
1397,30,97733,15,Male,0
1398,51,49511,1,Female,0
1399,42,100960,7,Female,1
1400,24,68821,1,Female,1
1401,21,85776,17,Male,1
1402,25,90167,9,Male,1
1403,37,95135,29,Male,0
1404,46,64462,26,Female,0
1405,27,81382,23,Male,1
1406,51,110194,13,Male,0
1407,43,52574,11,Female,0
1408,58,61910,29,Male,0
1409,20,93531,20,Male,1
1410,23,45186,6,Female,1
1411,22,114781,1,Female,0
1412,22,42813,7,Female,0
1413,40,98812,12,Female,1
1414,26,105525,22,Female,1
1415,52,98282,20,Female,1
1416,37,38557,23,Female,0
1417,59,48060,19,Female,0
1418,52,78866,17,Female,0
1419,35,92104,4,Male,1
1420,34,104577,3,Female,1
1421,41,26080,1,Female,1
1422,20,33854,18,Male,1
1423,49,87695,27,Female,1
1424,52,47025,21,Male,0
1425,55,72982,15,Male,0
1426,30,61081,8,Female,0
1427,42,24368,1,Male,1
1428,26,119621,20,Female,0
1429,21,47094,14,Female,1
1430,31,66040,4,Male,0
1431,54,86766,5,Male,0
1432,51,103053,23,Male,1
1433,28,43991,13,Female,0
1434,58,21301,28,Female,0
1435,20,48610,24,Male,0
1436,45,101463,15,Female,0
1437,46,54678,6,Female,0
1438,26,44466,1,Male,0
1439,20,100440,23,Male,0
1440,42,60875,19,Male,1
1441,51,46081,13,Male,0
1442,29,44354,29,Male,1
1443,59,113297,29,Male,0
1444,26,38300,6,Male,1
1445,32,84384,15,Male,1
1446,57,115027,16,Male,0
1447,42,80892,24,Male,1
1448,22,55525,23,Female,1
1449,28,46532,16,Female,0
1450,51,26464,10,Male,1
1451,41,36562,22,Female,0
1452,32,75514,9,Female,1
1453,55,94219,9,Female,1
1454,25,52634,17,Female,1
1455,22,20060,17,Female,1
1456,43,29269,17,Female,0
1457,35,83143,24,Male,0
1458,23,43065,12,Male,0
1459,54,22895,13,Female,0
1460,30,100859,12,Female,0
1461,45,32352,14,Male,1
1462,22,69737,10,Female,0
1463,30,116426,23,Female,1
1464,34,52016,19,Female,0
1465,57,81304,29,Female,0
1466,49,31962,2,Female,0
1467,46,53302,4,Male,0
1468,20,105382,19,Male,1
1469,57,24011,7,Female,0
1470,51,39782,26,Male,1
1471,57,87691,15,Female,1
1472,44,59725,15,Female,0
1473,30,29196,24,Female,1
1474,50,63459,6,Female,1
1475,23,107245,3,Female,0
1476,41,98863,6,Female,1
1477,36,52769,16,Female,0
1478,33,44700,2,Female,0
1479,57,100356,28,Female,1
1480,45,96427,7,Male,1
1481,50,25269,11,Female,1
1482,58,63880,26,Male,1
1483,30,28320,7,Male,1
1484,42,69589,4,Female,1
1485,59,96276,29,Male,1
1486,53,55897,24,Female,0
1487,44,78565,20,Female,0
1488,55,50930,7,Female,0
1489,24,77233,4,Female,1
1490,22,102821,29,Male,1
1491,48,34380,12,Male,1
1492,40,96896,5,Female,0
1493,59,90934,23,Male,0
1494,27,75830,29,Male,0
1495,49,25529,29,Male,1
1496,47,114598,26,Female,0
1497,56,102987,19,Male,0
1498,48,69178,26,Male,1
1499,35,26937,5,Male,0
1500,53,59886,27,Female,0
1501,19,69699,19,Male,0
1502,31,96396,21,Male,1
1503,30,110678,3,Female,0
1504,46,45279,27,Male,1
1505,29,58106,26,Female,1
1506,56,99737,11,Female,0
1507,19,60544,7,Female,0
1508,49,28997,29,Female,1
1509,30,105711,17,Female,1
1510,44,60860,25,Female,1
1511,58,23225,9,Male,1
1512,34,79470,21,Female,1
1513,57,83656,9,Male,0
1514,48,71880,10,Male,1
1515,51,81078,13,Female,0
1516,41,108646,15,Male,1
1517,52,96290,22,Male,0
1518,23,76633,5,Male,1
1519,36,46655,29,Female,0
1520,47,63601,3,Male,0
1521,24,23114,27,Male,1
1522,27,46502,27,Female,1
1523,58,69768,8,Male,0
1524,49,68128,20,Male,0
1525,51,40028,10,Male,0
1526,45,75565,13,Female,1
1527,32,103123,29,Male,1
1528,47,55333,3,Male,1
1529,54,23174,29,Female,1
1530,46,55398,22,Female,0
1531,39,55929,8,Female,1
1532,21,24321,29,Male,1
1533,37,115971,9,Female,1
1534,49,75421,22,Female,1
1535,53,92635,21,Female,1
1536,21,43760,12,Male,0
1537,44,31360,11,Female,1
1538,34,30313,2,Female,0
1539,29,105998,18,Female,1
1540,39,25801,9,Female,1
1541,34,34130,2,Female,1
1542,27,34271,2,Male,1
1543,18,36075,3,Male,0
1544,39,38984,16,Female,0
1545,43,108095,19,Female,1
1546,35,80942,4,Female,0
1547,31,32861,23,Male,0
1548,46,118970,25,Male,1
1549,29,102203,18,Male,0
1550,53,91376,20,Male,0
1551,52,81247,25,Female,1
1552,29,89101,18,Female,1
1553,24,40977,10,Female,0
1554,46,70617,11,Female,1
1555,28,77473,29,Male,1
1556,50,106654,17,Female,1
1557,23,108177,26,Male,0
1558,32,92902,24,Male,1
1559,49,112172,25,Female,1
1560,28,35630,23,Male,0
1561,40,40056,24,Male,0
1562,43,27382,20,Female,0
1563,51,75739,16,Male,0
1564,51,101685,20,Male,0
1565,46,68639,13,Female,1
1566,21,79838,2,Male,0
1567,34,66041,24,Male,1
1568,52,20992,27,Female,0
1569,30,92394,2,Male,1
1570,58,87657,25,Female,1
1571,56,47160,14,Male,0
1572,32,65156,4,Male,0
1573,46,71375,17,Female,0
1574,46,106442,13,Female,0
1575,28,39572,4,Male,0
1576,49,24136,3,Female,0
1577,19,81868,12,Male,1
1578,31,102263,22,Female,1
1579,37,52167,23,Male,1
1580,39,35479,8,Male,1
1581,28,51376,2,Male,1
1582,44,24823,6,Male,0
1583,20,90456,22,Male,0
1584,34,39585,10,Female,1
1585,45,37272,12,Female,1
1586,46,46619,21,Male,0
1587,38,95069,10,Male,0
1588,33,59895,10,Female,0
1589,54,23720,23,Female,0
1590,37,39267,3,Female,1
1591,23,35696,20,Female,1
1592,36,49968,10,Female,0
1593,22,73364,29,Male,0
1594,20,43345,9,Male,1
1595,18,71567,20,Female,1
1596,55,111229,19,Female,1
1597,32,81607,14,Female,0
1598,51,39385,2,Female,1
1599,52,103658,5,Female,0
1600,42,86900,20,Female,0
1601,41,88244,29,Female,0
1602,29,85425,29,Female,1
1603,35,98518,8,Female,1
1604,32,102844,7,Male,0
1605,33,52919,6,Female,1
1606,44,110697,11,Female,0
1607,25,77196,12,Male,1
1608,42,99401,18,Male,0
1609,34,20495,19,Male,0
1610,46,64755,10,Female,1
1611,25,87684,25,Female,1
1612,32,53324,29,Female,0
1613,44,98929,25,Female,1
1614,24,21552,21,Male,0
1615,20,71272,14,Female,0
1616,46,55853,3,Female,0
1617,41,52924,18,Male,0
1618,20,94462,24,Female,0
1619,37,116387,15,Female,0
1620,32,43889,6,Female,0
1621,42,74675,10,Female,0
1622,47,93591,27,Male,1
1623,31,90190,12,Male,1
1624,24,42634,7,Male,0
1625,34,52363,17,Male,0
1626,37,83752,1,Female,0
1627,53,97004,26,Female,1
1628,26,76398,18,Female,0
1629,55,118458,26,Male,0
1630,39,60718,15,Male,0
1631,19,102916,19,Male,1
1632,41,46870,28,Female,1
1633,25,57394,1,Female,1
1634,28,72057,5,Male,0
1635,30,99795,15,Male,0
1636,34,100409,3,Female,1
1637,25,33016,1,Female,0
1638,38,62137,8,Female,1
1639,35,20153,12,Male,1
1640,47,27853,27,Male,0
1641,35,32379,22,Male,0
1642,48,35792,25,Male,0
1643,55,58367,19,Female,0
1644,49,38100,25,Female,1
1645,28,83456,25,Female,1
1646,42,31049,12,Male,1
1647,50,20786,13,Female,1
1648,55,89904,28,Female,1
1649,58,50699,1,Female,1
1650,25,67691,19,Female,0
1651,28,57040,6,Female,1
1652,39,112990,8,Male,0
1653,41,77986,4,Female,0
1654,58,58762,5,Female,1
1655,34,43600,25,Male,1
1656,29,114774,22,Male,0
1657,49,110777,28,Female,0
1658,32,39810,7,Female,1
1659,33,105703,23,Female,1
1660,39,107347,4,Female,0
1661,45,77204,20,Male,1
1662,37,40085,4,Female,1
1663,50,66854,15,Male,1
1664,27,94797,27,Female,1
1665,57,104269,21,Female,1
1666,49,59779,5,Female,0
1667,50,76207,24,Male,1
1668,19,114615,9,Female,1
1669,50,53980,2,Female,0
1670,50,76117,27,Male,0
1671,58,34141,7,Female,1
1672,30,29344,17,Male,1
1673,47,35896,16,Female,0
1674,50,109353,17,Male,1
1675,30,49813,20,Male,1
1676,43,104431,26,Male,1
1677,39,85679,23,Female,0
1678,56,30681,2,Male,1
1679,19,92903,11,Male,1
1680,55,23228,2,Female,0
1681,56,24582,1,Male,1
1682,43,98683,26,Female,1
1683,32,31397,2,Female,1
1684,51,58799,29,Male,1
1685,59,57011,23,Male,0
1686,57,99183,9,Female,0
1687,28,113254,22,Male,1
1688,20,64264,26,Male,1
1689,23,62317,2,Male,1
1690,26,67914,28,Male,1
1691,23,104633,15,Female,0
1692,26,65254,10,Female,0
1693,56,60096,15,Male,0
1694,48,73785,10,Female,1
1695,49,72344,29,Male,1
1696,58,102643,25,Male,1
1697,29,88546,23,Male,0
1698,25,91091,27,Male,0
1699,25,85603,17,Female,0
1700,45,48412,28,Male,0
1701,37,71658,9,Female,0
1702,24,119841,18,Male,1
1703,28,69549,4,Female,1
1704,37,31549,9,Female,1
1705,33,91216,16,Female,0
1706,21,45739,4,Female,1
1707,23,41209,16,Male,1
1708,39,107968,19,Female,0
1709,43,35116,1,Male,0
1710,20,40045,23,Female,0
1711,58,46327,6,Female,1
1712,59,55709,10,Female,0
1713,31,63617,16,Male,1
1714,28,80139,4,Female,1
1715,35,46905,22,Male,0
1716,29,84148,22,Male,1
1717,40,92603,13,Male,0
1718,29,118095,16,Female,0
1719,30,62919,20,Female,1
1720,42,103521,29,Female,1
1721,36,112905,6,Female,1
1722,53,103400,26,Female,0
1723,25,108150,11,Female,1
1724,46,78446,24,Female,0
1725,49,72428,29,Male,0
1726,35,67894,3,Female,1
1727,23,101149,20,Male,1
1728,35,26447,10,Male,1
1729,36,25499,29,Female,1
1730,39,59041,28,Female,0
1731,54,51315,1,Male,1
1732,49,21299,20,Male,0
1733,58,24994,11,Female,1
1734,20,115414,26,Male,1
1735,45,101163,26,Male,1
1736,27,27489,12,Male,0
1737,52,111647,14,Male,1
1738,46,52355,25,Female,0
1739,32,93805,8,Female,1
1740,50,88367,11,Male,1
1741,24,97355,4,Male,0
1742,29,110349,28,Male,0
1743,47,107173,7,Female,1
1744,38,21996,10,Female,1
1745,48,64387,19,Male,0
1746,41,23089,25,Male,1
1747,37,118827,26,Male,0
1748,54,40659,4,Female,1
1749,21,65178,2,Male,0
1750,45,115965,26,Male,0
1751,37,101268,21,Male,0
1752,41,105042,18,Male,0
1753,49,90726,14,Male,0
1754,58,90111,26,Female,1
1755,53,54565,16,Female,1
1756,51,109242,22,Female,1
1757,53,42884,11,Male,1
1758,19,37199,10,Female,1
1759,32,80038,17,Male,1
1760,51,77786,14,Female,1
1761,53,69294,22,Female,1
1762,23,98015,4,Male,1
1763,56,54178,19,Male,0
1764,59,32665,2,Male,0
1765,29,20534,7,Female,1
1766,20,111828,9,Male,0
1767,35,56132,28,Female,1
1768,57,56110,19,Female,0
1769,38,78754,16,Female,0
1770,32,83580,22,Male,0
1771,50,42469,25,Male,1
1772,52,84016,16,Male,1
1773,43,66233,18,Female,1
1774,25,86708,23,Female,1
1775,53,78232,21,Male,0
1776,47,113450,21,Female,1
1777,40,106437,11,Female,0
1778,59,54409,7,Female,1
1779,31,39324,9,Male,0
1780,31,28738,4,Female,0
1781,19,44054,25,Female,0
1782,54,49709,13,Male,0
1783,22,105643,27,Male,1
1784,55,20363,26,Male,1
1785,58,30358,25,Male,0
1786,31,23240,29,Male,1
1787,56,92201,4,Male,1
1788,42,65689,19,Female,0
1789,37,21936,2,Female,1
1790,19,111074,9,Female,1
1791,56,63965,12,Female,1
1792,23,97534,2,Male,0
1793,34,20882,6,Female,1
1794,42,40224,5,Male,0
1795,45,50825,5,Male,0
1796,19,90740,20,Female,0
1797,52,48885,22,Female,1
1798,54,60056,5,Male,1
1799,22,23203,27,Male,1
1800,18,80241,4,Male,0
1801,57,22244,29,Male,1
1802,29,118322,9,Female,0
1803,53,88619,29,Male,1
1804,40,41584,22,Female,0
1805,48,28521,27,Male,1
1806,28,70017,10,Male,1
1807,27,53541,16,Male,1
1808,20,49063,10,Female,0
1809,31,90268,29,Male,0
1810,33,84952,10,Female,1
1811,27,113054,29,Female,0
1812,46,59563,19,Female,0
1813,27,59752,10,Male,0
1814,29,115233,6,Female,1
1815,47,22567,17,Female,1
1816,58,36121,5,Male,1
1817,18,21674,26,Male,0
1818,22,96411,6,Female,1
1819,37,86275,27,Female,0
1820,25,87081,24,Male,0
1821,29,49140,27,Female,1
1822,18,29327,15,Female,1
1823,37,90663,25,Female,1
1824,45,43331,27,Male,0
1825,54,43004,19,Female,0
1826,54,30492,18,Male,1
1827,29,74797,29,Male,0
1828,54,78095,4,Male,1
1829,45,33749,8,Female,1
1830,32,83217,27,Male,1
1831,23,109044,16,Female,1
1832,37,29045,24,Male,1
1833,31,40116,19,Female,1
1834,19,38667,20,Female,0
1835,26,95057,3,Female,0
1836,54,94205,10,Male,1
1837,37,47302,2,Female,1
1838,43,31283,4,Female,0
1839,46,50935,6,Male,0
1840,18,92534,11,Male,1
1841,52,114342,14,Female,1
1842,23,51624,16,Male,0
1843,54,33440,27,Male,1
1844,22,66501,21,Male,0
1845,50,107333,19,Female,1
1846,31,21269,2,Male,0
1847,29,27868,25,Female,1
1848,59,50251,17,Male,1
1849,37,97909,9,Male,1
1850,41,104523,17,Female,0
1851,51,58729,15,Male,1
1852,42,35734,7,Male,0
1853,46,62429,22,Male,0
1854,56,61337,23,Male,0
1855,48,60325,19,Female,0
1856,40,103600,3,Female,1
1857,55,82514,29,Female,1
1858,37,28433,27,Female,1
1859,40,29111,1,Female,0
1860,33,83753,4,Female,1
1861,59,100583,28,Female,0
1862,25,93620,18,Male,0
1863,38,41751,26,Female,0
1864,18,36453,8,Female,1
1865,25,105844,19,Female,0
1866,46,58968,23,Male,1
1867,49,50077,23,Female,1
1868,55,54775,28,Female,1
1869,22,78144,25,Female,0
1870,39,68570,6,Male,1
1871,51,66097,1,Female,0
1872,18,44503,8,Male,0
1873,43,22779,1,Male,0
1874,27,106840,19,Male,0
1875,47,20755,11,Male,1
1876,35,59263,21,Female,1
1877,34,75087,24,Male,1
1878,43,62281,25,Male,1
1879,25,71482,15,Female,0
1880,57,74857,23,Male,0
1881,29,37400,25,Male,0
1882,44,60115,11,Male,0
1883,25,34249,19,Male,1
1884,42,66825,29,Male,1
1885,21,44600,21,Male,0
1886,50,57706,10,Female,0
1887,18,39222,24,Female,0
1888,36,119041,12,Female,0
1889,48,61139,1,Female,1
1890,33,61302,24,Male,0
1891,31,114684,7,Male,1
1892,22,107838,17,Male,1
1893,58,88159,29,Female,0
1894,43,28646,29,Female,0
1895,45,33543,26,Male,1
1896,19,114496,28,Male,1
1897,23,42785,10,Female,0
1898,26,98353,28,Female,1
1899,50,51406,6,Female,0
1900,58,108992,17,Female,0
1901,42,71428,18,Male,1
1902,30,43777,5,Female,1
1903,26,77939,18,Female,0
1904,30,73026,26,Male,0
1905,48,106450,17,Male,1
1906,58,49553,22,Male,1
1907,28,43548,16,Female,1
1908,21,83221,8,Female,1
1909,51,57265,24,Female,0
1910,55,60701,13,Female,0
1911,21,71287,29,Male,0
1912,55,26727,24,Male,1
1913,36,70717,16,Female,1
1914,23,52427,11,Female,0
1915,51,36692,6,Female,1
1916,35,51625,27,Male,1
1917,30,44918,3,Female,1
1918,58,61136,1,Male,1
1919,40,72409,18,Female,1
1920,36,35577,5,Male,1
1921,28,105155,13,Male,0
1922,18,119246,10,Female,0
1923,41,101731,5,Male,0
1924,24,47689,26,Male,0
1925,42,31154,14,Female,1
1926,38,114948,17,Male,0
1927,32,41341,1,Female,0
